,Gender,Tinggal_Dengan,Status_Kerja,Biaya,Tgl_Daftar_Kuliah,Alamat,UKM,Organisasi_Kampus,Lama_Kuliah,Fakultas
6054,0,0,0,2,0,3,4,1,2,1
6055,1,1,0,0,0,5,2,0,7,4
6056,1,1,0,2,1,5,0,1,3,3
6057,0,1,0,0,0,0,0,1,3,3
6058,0,1,0,0,0,0,4,1,5,0
6059,0,1,1,2,0,2,4,1,2,3
6060,0,0,0,1,1,1,2,1,5,2
6061,1,1,0,2,0,5,0,1,5,3
6062,0,1,0,2,0,4,0,1,0,3
6063,1,1,1,1,0,5,2,0,2,4
6064,1,1,0,2,0,3,4,0,1,3
6065,1,1,0,2,0,4,4,0,5,2
6066,1,0,1,0,1,0,2,0,5,0
6067,1,1,0,0,0,0,4,1,4,2
6068,0,0,1,0,1,4,3,1,5,2
6069,1,1,1,0,1,3,2,0,0,3
6070,0,1,1,1,0,0,2,0,3,4
6071,0,1,0,0,0,0,3,1,1,3
6072,0,1,1,0,0,0,4,0,1,4
6073,1,0,0,1,0,5,4,0,5,4
6074,1,1,0,1,0,5,1,0,7,4
6075,0,1,1,0,0,5,3,0,0,4
6076,1,0,0,1,0,2,0,0,2,3
6077,1,1,1,1,0,0,3,1,1,0
6078,1,1,1,1,1,5,2,1,2,3
6079,1,1,1,0,0,4,4,1,5,1
6080,1,1,0,2,0,5,0,1,7,0
6081,0,1,1,1,0,1,3,0,7,2
6082,1,1,0,2,0,2,3,1,2,1
6083,0,1,1,1,0,5,1,1,6,2
6084,1,1,1,2,0,4,0,0,7,2
6085,0,1,0,1,0,4,3,1,2,1
6086,1,1,1,1,0,0,0,1,2,0
6087,0,0,0,1,1,4,0,0,4,1
6088,1,1,0,0,0,0,0,0,0,0
6089,0,1,1,0,0,1,4,1,6,4
6090,1,1,0,2,0,0,1,0,6,1
6091,1,1,0,0,1,0,2,0,7,1
6092,1,1,0,1,0,3,0,1,6,0
6093,0,0,0,2,1,1,3,1,1,3
6094,1,0,0,2,1,4,4,0,1,2
6095,1,0,0,1,0,1,2,1,4,1
6096,1,1,0,2,0,5,2,0,2,3
6097,0,1,1,2,1,2,2,1,7,0
6098,0,1,0,2,0,1,2,1,2,1
6099,0,0,1,2,1,4,0,1,7,4
6100,0,1,1,2,1,4,0,1,2,2
6101,1,1,0,0,0,0,4,0,2,1
6102,0,1,0,2,0,3,3,0,6,3
6103,0,0,1,2,0,4,1,1,4,1
6104,0,1,0,0,0,4,1,0,2,1
6105,1,1,1,1,0,1,1,0,3,0
6106,1,1,1,1,0,1,1,1,4,0
6107,1,0,0,2,0,2,2,1,6,4
6108,0,1,1,0,1,3,3,0,5,3
6109,0,0,1,2,1,1,0,0,3,1
6110,1,1,1,0,0,1,3,1,4,2
6111,0,1,1,2,0,0,2,1,2,3
6112,1,0,0,1,0,5,1,1,6,3
6113,0,1,1,1,0,1,3,0,0,1
6114,1,1,1,1,0,5,1,0,1,1
6115,1,1,1,0,0,2,0,0,5,2
6116,1,0,0,0,0,0,1,0,4,4
6117,1,1,0,0,0,3,0,0,6,0
6118,1,1,1,2,0,4,2,1,0,1
6119,1,1,1,0,0,4,2,0,7,2
6120,0,1,1,2,1,3,3,1,3,3
6121,0,1,0,2,1,3,3,0,3,2
6122,0,1,0,2,0,3,3,1,3,3
6123,1,1,0,1,0,0,1,0,0,2
6124,0,0,0,0,1,3,0,1,7,3
6125,0,1,0,0,0,2,2,1,7,3
6126,1,1,0,0,1,4,0,1,7,0
6127,0,1,0,1,0,1,2,1,3,3
6128,0,1,1,0,0,5,2,0,3,1
6129,1,1,1,1,0,3,1,0,1,4
6130,0,0,0,1,0,2,0,0,5,2
6131,1,0,0,2,0,5,2,0,7,3
6132,1,1,0,0,1,4,4,1,4,2
6133,1,1,0,1,0,2,3,0,2,4
6134,0,1,1,1,1,2,2,0,1,1
6135,1,1,1,1,0,0,0,1,3,2
6136,1,1,0,2,0,4,4,0,7,4
6137,0,1,1,2,0,3,3,1,1,3
6138,1,0,0,1,0,1,4,0,2,4
6139,0,1,1,0,0,0,0,1,0,4
6140,0,1,1,1,0,5,3,0,7,1
6141,1,1,0,2,0,2,1,1,6,1
6142,1,1,0,0,0,1,1,1,0,0
6143,0,1,1,1,0,1,1,0,7,4
6144,0,1,0,0,0,4,4,1,3,2
6145,0,1,1,1,1,2,2,1,1,2
6146,0,1,0,1,0,2,1,1,0,4
6147,1,1,0,2,1,3,4,0,3,0
6148,1,1,1,0,0,4,2,0,5,0
6149,0,0,1,2,0,3,2,0,1,1
6150,0,1,0,1,0,5,2,0,2,1
6151,1,0,1,0,0,4,1,1,3,3
6152,0,1,1,1,1,4,1,0,6,3
6153,0,0,0,1,0,3,2,1,0,3
6154,0,0,0,2,1,2,1,0,1,2
6155,1,1,0,1,0,2,2,0,6,3
6156,1,1,1,2,1,2,0,0,5,1
6157,0,0,0,1,0,3,0,1,4,2
6158,1,0,1,1,0,1,2,1,4,1
6159,1,1,1,2,1,2,3,1,1,0
6160,0,1,0,1,0,4,1,1,6,1
6161,0,1,1,2,0,5,0,0,6,0
6162,1,1,0,1,0,0,0,0,0,3
6163,1,1,1,1,0,3,1,0,2,4
6164,1,1,1,0,1,5,4,0,2,3
6165,0,1,0,0,0,5,1,0,4,3
6166,1,1,1,0,0,0,1,0,5,3
6167,1,1,0,2,0,1,0,1,0,2
6168,0,0,1,0,0,2,4,0,7,1
6169,1,1,1,0,0,2,1,1,5,0
6170,0,0,1,0,0,5,4,0,2,3
6171,1,1,1,0,0,2,4,0,7,4
6172,1,1,1,2,0,0,2,0,6,3
6173,1,1,1,2,1,5,1,0,5,0
6174,1,1,0,1,1,0,1,0,6,3
6175,0,1,0,1,0,3,3,0,5,0
6176,1,0,0,0,0,5,1,1,3,2
6177,0,1,0,0,0,0,2,0,4,4
6178,0,1,0,0,0,4,0,1,1,3
6179,1,0,0,1,1,0,1,0,4,0
6180,1,1,1,0,1,2,3,1,2,3
6181,1,1,1,1,0,3,2,1,5,3
6182,1,1,0,1,1,1,0,0,7,4
6183,0,1,0,2,1,0,1,1,2,2
6184,1,1,1,2,0,1,3,0,2,4
6185,1,1,0,0,1,2,4,1,1,1
6186,0,1,0,1,0,1,3,1,3,3
6187,0,1,1,1,1,5,1,1,3,3
6188,1,1,0,0,0,1,0,0,2,2
6189,1,1,1,1,0,2,0,1,4,0
6190,0,1,0,0,1,0,4,1,3,0
6191,1,1,1,1,1,5,4,1,1,3
6192,0,0,1,0,0,2,4,1,3,0
6193,1,1,1,1,1,5,4,1,5,4
6194,1,0,0,2,1,2,1,0,1,2
6195,1,1,0,2,1,0,0,0,0,0
6196,0,0,0,2,1,4,1,0,5,3
6197,1,1,0,1,0,4,3,0,3,3
6198,1,1,1,2,0,5,4,1,4,0
6199,1,1,0,1,1,4,1,1,4,0
6200,1,1,0,1,0,1,2,0,6,3
6201,1,1,0,1,0,0,0,0,2,2
6202,1,1,1,1,0,4,1,0,2,0
6203,1,1,0,0,1,2,4,0,1,4
6204,1,0,1,0,0,0,0,1,0,1
6205,0,1,0,0,0,4,3,1,7,2
6206,0,1,0,0,0,1,2,0,0,3
6207,1,1,1,1,0,4,4,1,4,0
6208,1,0,0,0,0,0,1,0,6,4
6209,0,0,0,1,0,3,0,0,5,3
6210,1,0,1,0,0,1,2,1,1,1
6211,1,0,1,2,0,5,3,0,4,3
6212,0,0,0,2,0,2,2,1,4,3
6213,0,0,1,2,1,2,3,0,4,4
6214,0,1,0,2,0,5,4,1,3,1
6215,0,1,1,0,0,3,3,0,4,4
6216,0,1,1,0,1,4,1,1,5,1
6217,1,1,0,1,1,3,2,1,6,3
6218,1,0,1,2,0,3,0,0,4,2
6219,0,0,1,2,0,4,1,1,3,4
6220,1,0,1,1,1,3,4,0,3,1
6221,1,1,1,0,0,1,3,1,2,3
6222,1,1,0,1,1,5,4,1,1,4
6223,1,1,1,1,1,3,0,0,2,3
6224,0,1,0,2,0,1,4,1,3,4
6225,1,0,1,2,0,4,0,0,2,0
6226,0,1,1,0,0,4,1,0,1,0
6227,1,1,0,1,1,3,1,1,1,1
6228,1,1,1,0,1,1,0,1,5,1
6229,0,1,1,2,0,3,1,1,0,3
6230,0,0,0,1,0,4,0,0,1,0
6231,1,1,1,2,0,3,0,1,0,3
6232,1,1,0,2,0,3,4,0,6,2
6233,0,0,1,1,0,1,0,1,0,2
6234,1,1,0,2,0,0,0,0,1,3
6235,1,1,1,1,0,5,1,1,4,4
6236,1,0,0,0,1,4,0,1,6,4
6237,1,1,0,0,1,2,2,1,7,0
6238,1,1,0,0,1,4,3,1,3,0
6239,0,0,0,1,0,3,0,1,4,4
6240,0,0,1,0,0,0,3,0,1,0
6241,0,0,1,1,0,4,3,1,3,1
6242,1,0,0,0,0,4,1,0,7,1
6243,0,1,1,1,0,3,3,0,4,4
6244,0,0,1,1,0,2,2,1,3,0
6245,0,0,1,2,0,2,3,0,6,3
6246,1,1,1,0,1,1,3,1,5,1
6247,1,0,0,0,0,4,1,1,5,4
6248,1,1,0,0,0,3,4,1,0,2
6249,0,1,1,2,1,2,2,0,2,4
6250,1,1,0,2,1,5,2,1,4,1
6251,1,1,0,2,0,3,4,0,4,4
6252,0,1,1,2,0,5,1,1,7,0
6253,1,0,1,2,0,5,4,0,6,0
6254,1,1,0,1,1,0,0,0,0,1
6255,1,1,1,1,1,3,1,0,2,0
6256,1,1,1,1,0,1,0,0,2,1
6257,1,1,0,0,1,5,1,1,4,2
6258,1,0,1,0,0,2,0,0,0,1
6259,0,1,1,2,0,4,2,1,3,2
6260,1,1,0,2,0,0,1,1,2,0
6261,0,1,1,2,0,3,4,0,3,1
6262,1,0,1,2,0,5,4,1,5,2
6263,1,1,1,0,0,4,1,0,7,3
6264,0,1,0,1,0,5,2,1,3,1
6265,1,0,0,0,0,2,1,0,2,1
6266,1,0,1,0,0,3,4,1,1,4
6267,1,0,0,0,0,2,2,1,3,2
6268,0,1,1,2,0,1,4,1,2,3
6269,1,0,1,0,0,5,3,0,1,0
6270,0,1,0,2,0,3,2,1,6,1
6271,1,0,0,2,0,2,3,0,5,0
6272,1,1,0,0,0,5,3,1,4,4
6273,1,1,0,1,0,0,3,0,6,4
6274,1,0,0,2,0,3,4,1,2,2
6275,0,1,0,2,1,5,4,0,7,4
6276,1,0,0,2,0,1,1,0,5,1
6277,1,1,1,1,0,2,1,1,2,2
6278,1,0,0,1,1,3,2,1,3,3
6279,1,1,0,0,1,4,3,1,2,0
6280,1,1,1,2,0,0,4,1,2,2
6281,1,1,1,0,0,3,4,1,1,0
6282,1,1,0,1,0,1,3,1,1,0
6283,1,0,1,2,0,0,1,1,6,4
6284,0,1,1,2,0,3,4,0,4,4
6285,0,1,0,0,0,4,1,0,5,4
6286,0,0,0,0,0,0,4,1,7,4
6287,1,0,0,2,0,3,0,1,1,1
6288,0,1,0,1,0,4,1,0,2,1
6289,0,1,0,0,0,0,4,1,3,1
6290,1,0,1,2,0,2,1,1,1,2
6291,1,1,1,1,0,3,1,1,6,3
6292,1,1,1,1,0,3,0,0,7,4
6293,0,1,0,1,0,3,3,0,1,4
6294,1,1,1,2,0,2,2,1,2,1
6295,0,1,0,1,0,4,3,0,4,4
6296,1,1,1,1,0,2,2,1,1,0
6297,0,1,1,1,0,0,0,1,7,2
6298,0,1,0,0,0,5,3,1,4,1
6299,1,0,1,1,0,0,2,1,1,0
6300,1,1,0,1,0,0,3,1,0,2
6301,0,1,0,0,0,0,1,1,1,3
6302,1,0,1,2,1,3,3,1,0,3
6303,1,1,1,2,0,5,0,0,0,3
6304,0,0,0,1,0,0,2,0,7,1
6305,1,0,1,2,1,1,0,0,3,1
6306,0,1,1,2,0,0,4,1,6,0
6307,0,1,1,2,0,5,1,1,1,4
6308,1,0,1,2,0,3,4,1,5,1
6309,0,0,1,2,1,3,1,1,2,1
6310,1,1,1,2,1,3,2,0,7,1
6311,1,1,1,0,0,2,0,0,7,2
6312,0,0,0,1,0,2,4,0,4,2
6313,1,0,1,1,0,1,2,0,4,0
6314,1,1,1,0,0,2,3,1,3,0
6315,0,0,0,2,1,3,4,1,3,1
6316,1,1,0,2,0,5,0,0,4,1
6317,1,1,0,1,1,5,3,1,4,2
6318,1,0,1,0,0,0,4,1,1,4
6319,1,1,0,2,1,5,4,0,4,1
6320,1,1,0,2,0,2,0,1,2,3
6321,1,1,1,1,0,0,2,0,3,1
6322,0,1,0,0,1,2,1,1,1,1
6323,0,1,0,2,1,0,1,1,6,1
6324,0,1,0,0,0,1,4,1,6,1
6325,1,1,1,1,0,0,3,1,4,0
6326,1,1,0,2,0,4,3,1,1,3
6327,1,0,0,0,0,3,2,1,6,2
6328,1,0,1,2,1,3,1,1,1,0
6329,0,0,0,0,1,4,1,1,6,2
6330,0,1,0,0,0,4,0,0,0,1
6331,1,1,0,2,0,3,3,0,7,1
6332,0,0,0,0,1,4,3,1,1,3
6333,1,1,1,1,1,2,2,0,3,4
6334,0,1,1,0,0,0,3,0,7,2
6335,0,1,0,2,0,2,0,0,6,4
6336,1,1,0,2,1,0,2,1,1,3
6337,1,1,0,0,0,2,2,1,7,2
6338,0,1,0,1,0,3,0,0,6,3
6339,0,1,1,1,1,0,1,0,1,2
6340,0,1,1,0,1,1,3,0,5,4
6341,1,1,0,1,0,0,1,1,3,2
6342,1,1,1,2,0,0,2,1,4,1
6343,1,1,0,2,1,1,2,1,1,3
6344,1,1,0,0,0,1,0,0,6,3
6345,0,0,0,2,0,1,4,0,4,2
6346,1,1,0,2,0,2,2,1,0,2
6347,0,0,1,0,0,5,2,1,3,4
6348,0,0,1,2,0,3,1,1,7,4
6349,0,1,0,1,1,5,2,1,5,2
6350,1,0,0,2,0,4,3,1,3,0
6351,0,0,1,0,0,2,3,1,6,0
6352,1,1,0,1,1,2,2,1,3,1
6353,1,1,1,2,1,2,0,1,7,3
6354,1,1,0,0,0,5,0,0,6,2
6355,1,1,0,1,0,0,2,0,3,0
6356,0,0,1,0,0,0,0,1,4,3
6357,0,1,0,1,0,3,2,1,5,1
6358,1,1,0,0,1,0,1,1,4,4
6359,1,1,1,2,0,4,2,1,5,1
6360,0,1,1,1,0,2,0,1,0,1
6361,0,0,0,0,1,4,4,1,1,2
6362,1,1,1,0,0,3,1,0,6,0
6363,0,1,1,0,0,4,4,0,1,1
6364,1,1,1,0,0,3,2,0,3,0
6365,1,1,1,1,0,4,3,1,5,3
6366,0,0,1,2,0,1,0,0,5,1
6367,1,0,0,0,0,3,1,0,7,2
6368,0,1,1,2,1,0,1,0,4,1
6369,1,1,1,2,0,5,1,0,0,0
6370,0,1,0,1,1,5,4,1,1,2
6371,1,0,0,1,0,0,4,1,7,2
6372,1,0,0,0,0,5,3,1,1,2
6373,1,1,1,1,0,1,4,1,2,4
6374,0,0,1,0,0,3,1,0,1,2
6375,0,0,0,2,0,2,3,1,1,0
6376,1,0,1,0,1,4,3,0,1,1
6377,1,1,0,2,1,1,2,1,3,4
6378,1,1,1,0,1,0,3,0,5,4
6379,0,0,1,1,0,4,3,0,0,1
6380,1,1,0,1,0,1,0,0,3,3
6381,0,0,1,1,0,2,4,0,0,3
6382,1,0,0,0,1,4,2,1,0,1
6383,1,1,1,1,0,5,0,0,0,3
6384,0,1,1,1,0,4,2,0,0,0
6385,0,1,1,0,1,2,0,0,3,4
6386,0,1,0,1,0,0,3,1,2,0
6387,1,1,0,2,0,3,0,1,6,3
6388,1,1,1,0,0,5,4,0,4,4
6389,1,1,0,2,1,2,2,0,3,2
6390,0,0,1,2,1,4,1,1,2,1
6391,0,1,0,1,0,2,1,0,0,1
6392,1,0,0,2,0,4,0,0,6,3
6393,1,1,1,1,0,2,0,1,2,3
6394,0,0,1,1,0,4,1,0,5,3
6395,0,1,1,0,0,1,0,1,3,2
6396,0,1,0,2,0,4,1,1,6,2
6397,1,0,0,0,0,2,3,0,0,2
6398,1,1,0,0,1,2,1,1,2,2
6399,0,1,1,0,1,4,1,0,1,2
6400,0,1,0,2,1,1,2,1,5,0
6401,0,1,0,1,0,4,1,0,4,3
6402,1,1,1,0,1,4,1,0,4,3
6403,0,1,1,2,1,0,3,0,5,2
6404,0,1,0,2,0,5,2,1,7,4
6405,0,1,0,2,1,4,1,0,5,4
6406,1,0,0,1,1,4,0,1,3,4
6407,0,1,0,1,1,5,4,1,0,3
6408,0,1,1,0,0,0,0,1,0,4
6409,1,1,0,2,1,2,2,0,5,0
6410,0,0,0,1,1,0,4,1,1,0
6411,1,1,0,2,0,2,1,0,1,4
6412,0,0,0,2,0,1,1,1,5,2
6413,1,1,1,1,0,2,0,0,1,0
6414,1,1,0,0,0,1,2,1,5,3
6415,1,1,1,2,0,0,3,0,3,0
6416,1,1,0,1,0,2,3,1,4,4
6417,1,1,0,0,1,0,0,1,6,1
6418,1,1,0,0,0,0,0,1,4,0
6419,1,1,0,1,1,1,0,0,0,3
6420,1,1,0,1,0,5,1,0,6,0
6421,0,1,1,0,0,5,0,1,1,4
6422,0,1,1,1,0,3,1,0,2,4
6423,1,1,1,2,0,1,4,0,4,1
6424,0,1,1,1,1,5,0,0,7,4
6425,1,1,0,0,0,2,1,0,6,1
6426,1,0,0,1,1,5,2,0,6,2
6427,1,1,0,1,0,2,0,1,4,0
6428,0,1,1,2,1,3,0,1,2,0
6429,0,0,1,0,1,0,2,1,0,3
6430,0,1,1,2,0,2,4,0,5,1
6431,1,0,1,2,1,3,0,0,1,2
6432,1,1,0,2,1,0,3,0,6,0
6433,1,1,0,1,1,3,1,1,3,4
6434,1,1,0,2,0,0,1,0,5,3
6435,1,1,1,1,0,5,0,0,3,2
6436,0,1,0,0,0,2,2,0,4,2
6437,0,0,0,0,0,0,1,1,1,1
6438,1,1,1,0,1,3,3,1,5,2
6439,1,1,1,2,0,1,0,1,2,0
6440,0,1,0,2,1,1,3,0,2,0
6441,1,0,1,2,0,0,1,1,1,3
6442,1,1,1,1,0,5,4,1,7,3
6443,0,1,0,1,1,0,1,0,4,1
6444,1,0,0,2,0,2,0,0,6,4
6445,0,1,1,1,1,4,2,0,1,0
6446,1,1,0,1,1,1,3,0,2,4
6447,1,0,1,2,0,0,1,0,6,4
6448,1,1,0,1,0,0,2,1,0,1
6449,1,1,1,0,0,3,0,1,2,3
6450,0,1,1,0,0,1,3,0,5,2
6451,0,1,0,0,0,4,0,0,2,1
6452,1,1,1,2,0,4,4,0,4,0
6453,1,0,1,1,0,4,3,1,1,1
6454,0,1,0,2,0,2,4,0,0,2
6455,0,1,1,2,1,4,0,1,3,2
6456,1,1,1,1,1,3,2,0,1,0
6457,1,1,0,2,0,3,4,0,3,1
6458,1,1,1,2,1,3,2,1,7,0
6459,1,1,1,1,0,4,1,0,0,2
6460,0,1,1,2,1,5,2,1,4,1
6461,1,1,1,2,0,0,0,0,0,3
6462,1,0,0,2,0,3,0,0,0,1
6463,0,1,0,1,1,2,0,0,6,3
6464,1,1,1,0,0,3,1,0,4,3
6465,0,1,0,1,1,5,3,1,2,3
6466,0,1,0,1,0,5,3,1,0,0
6467,1,0,1,0,1,3,3,1,0,1
6468,0,0,1,1,0,2,3,0,3,1
6469,0,1,0,1,1,1,3,1,2,1
6470,0,1,0,1,1,3,3,1,2,0
6471,1,1,0,0,1,4,4,0,3,0
6472,1,1,1,0,0,1,1,1,3,0
6473,1,0,0,2,1,5,2,0,2,3
6474,1,1,1,1,0,1,2,0,3,4
6475,0,0,1,1,0,2,4,1,3,3
6476,1,0,0,0,0,0,0,1,1,4
6477,0,1,1,1,0,4,0,0,4,1
6478,0,1,1,1,0,3,1,0,0,2
6479,1,1,1,1,1,4,4,0,1,4
6480,1,1,0,0,1,2,4,1,7,1
6481,0,1,1,2,0,1,0,0,1,1
6482,1,1,0,1,0,2,1,0,6,1
6483,0,1,0,1,0,4,4,0,0,3
6484,0,1,0,0,0,0,3,1,3,1
6485,0,1,1,2,1,2,2,0,3,3
6486,1,0,0,2,0,1,3,1,0,3
6487,0,1,1,1,0,1,1,0,6,0
6488,1,1,1,1,1,0,2,0,3,4
6489,1,1,0,1,0,3,2,0,3,1
6490,1,1,1,0,0,2,4,1,6,0
6491,1,0,1,1,0,3,0,1,2,1
6492,0,1,0,2,0,1,2,0,0,2
6493,0,1,1,2,0,0,1,0,5,2
6494,0,1,0,0,0,4,2,0,1,2
6495,0,1,0,1,0,1,0,0,2,4
6496,1,1,0,1,0,5,1,1,4,4
6497,0,1,0,2,0,1,3,0,0,1
6498,1,1,0,2,0,3,1,0,3,3
6499,1,1,1,2,1,0,2,1,2,1
6500,1,1,0,1,0,0,1,1,0,0
6501,1,1,0,1,1,3,4,1,5,2
6502,0,1,0,1,0,0,4,1,4,3
6503,0,0,0,1,0,2,4,1,0,4
6504,1,1,0,2,0,2,4,1,2,1
6505,0,1,0,1,0,0,2,1,7,4
6506,0,1,1,0,0,3,4,1,7,3
6507,1,1,1,2,1,5,0,1,4,1
6508,1,0,1,0,1,1,2,0,7,2
6509,0,0,0,1,1,3,0,1,7,4
6510,1,1,1,1,0,3,4,0,0,2
6511,1,0,0,0,0,0,3,1,3,3
6512,0,0,1,0,0,0,1,0,5,2
6513,0,0,1,0,0,3,3,1,4,0
6514,1,1,0,1,1,0,0,1,3,3
6515,0,1,0,1,0,2,3,1,4,1
6516,1,0,1,1,0,5,0,0,0,4
6517,1,1,1,2,0,1,0,1,5,3
6518,1,1,1,2,0,5,2,1,0,2
6519,0,0,1,0,0,4,1,1,1,3
6520,1,1,0,1,1,3,2,0,0,4
6521,1,1,1,2,0,5,1,1,7,1
6522,0,1,1,2,0,5,0,0,7,2
6523,1,1,1,1,0,3,1,0,3,3
6524,1,1,1,1,0,5,0,0,3,4
6525,0,0,0,1,0,2,0,1,0,2
6526,1,1,1,0,0,3,1,1,5,1
6527,1,1,1,0,1,2,2,0,4,4
6528,0,0,0,1,0,3,1,1,7,1
6529,1,0,1,0,0,4,1,1,1,0
6530,0,1,0,0,1,2,0,0,5,2
6531,1,1,1,1,0,0,1,0,3,3
6532,1,1,1,0,0,4,4,0,7,1
6533,0,0,1,0,0,4,3,0,4,1
6534,0,1,1,2,1,2,0,1,2,4
6535,0,1,0,0,0,3,2,0,1,1
6536,1,1,0,2,0,1,2,0,0,1
6537,0,0,1,0,0,4,0,0,7,2
6538,0,1,1,0,1,1,4,1,4,0
6539,0,1,0,2,0,0,0,1,6,1
6540,0,0,1,1,0,3,4,1,1,0
6541,1,0,0,1,0,0,1,1,4,3
6542,0,0,1,2,1,3,2,1,6,3
6543,0,0,0,2,0,1,4,1,1,3
6544,1,0,0,2,0,2,2,0,0,4
6545,0,1,0,2,0,3,3,0,1,2
6546,1,0,0,2,0,1,1,1,0,2
6547,1,1,1,0,0,4,2,1,1,0
6548,1,0,1,0,1,4,0,0,3,1
6549,0,1,1,0,1,5,0,0,4,0
6550,1,1,1,2,0,4,3,1,5,1
6551,1,1,0,1,0,1,4,1,7,2
6552,0,1,1,0,0,5,3,1,6,3
6553,0,1,1,0,0,4,3,0,0,4
6554,1,0,0,1,0,5,1,0,1,1
6555,1,1,1,1,1,4,3,0,6,4
6556,1,1,0,0,0,5,4,0,7,2
6557,0,1,1,1,0,3,3,1,2,3
6558,1,1,0,2,1,5,4,0,1,0
6559,1,0,0,0,0,2,1,0,3,4
6560,1,1,1,1,0,5,2,1,6,4
6561,0,1,1,1,0,4,2,1,3,4
6562,0,1,0,1,0,4,4,1,6,4
6563,0,0,1,1,0,2,1,1,6,4
6564,1,1,1,2,1,3,4,0,5,1
6565,0,1,0,2,0,3,4,0,7,1
6566,0,1,0,2,0,2,1,0,5,2
6567,1,1,0,1,1,2,1,1,0,3
6568,0,1,1,1,0,1,3,1,0,3
6569,1,1,0,2,0,2,2,0,5,1
6570,0,1,1,2,1,0,2,1,5,0
6571,0,0,1,2,0,4,0,0,2,3
6572,1,1,0,2,0,2,2,1,5,0
6573,0,0,1,0,0,3,0,0,2,0
6574,0,1,0,0,0,2,4,1,7,4
6575,0,1,0,2,0,0,0,1,6,3
6576,0,0,0,2,0,0,2,1,0,2
6577,1,1,1,1,0,0,3,1,6,2
6578,0,1,1,0,0,5,0,1,5,2
6579,1,1,0,1,0,4,4,1,5,2
6580,1,1,0,1,0,4,1,1,1,2
6581,1,0,1,1,1,1,4,0,7,3
6582,0,1,1,2,0,2,4,0,7,2
6583,1,1,0,0,0,5,1,1,1,3
6584,1,0,0,0,1,5,3,0,7,3
6585,1,1,0,2,0,2,3,1,7,1
6586,0,1,1,1,1,4,3,0,7,4
6587,0,1,1,1,0,1,1,1,7,4
6588,1,1,1,1,0,3,2,0,4,2
6589,0,1,0,2,0,1,3,0,2,3
6590,1,0,1,2,0,0,1,0,7,0
6591,1,1,1,2,1,5,4,0,6,2
6592,1,1,1,0,1,0,3,0,3,3
6593,1,1,0,1,0,3,0,0,1,4
6594,0,1,0,0,0,2,2,0,3,4
6595,0,1,0,0,0,5,1,1,6,2
6596,1,1,1,2,0,1,2,1,4,3
6597,0,0,0,2,1,0,2,1,6,0
6598,0,1,1,2,0,5,3,0,1,0
6599,0,1,0,1,1,3,1,0,2,3
6600,0,1,0,0,1,2,0,0,4,0
6601,0,1,1,0,0,0,0,1,0,1
6602,0,1,0,0,1,4,3,1,1,4
6603,1,1,0,1,1,5,2,1,5,4
6604,1,1,0,0,1,0,1,1,1,3
6605,0,0,1,0,0,3,2,0,5,2
6606,1,1,0,0,0,3,1,1,4,0
6607,1,0,0,2,0,0,4,0,2,2
6608,0,1,0,1,1,5,2,0,5,0
6609,0,0,1,0,1,1,3,1,5,0
6610,1,1,0,1,0,2,1,0,2,0
6611,0,1,0,0,0,5,2,1,4,0
6612,0,1,0,1,1,1,0,0,5,1
6613,0,1,1,0,1,5,0,0,6,0
6614,0,1,1,0,1,2,0,0,7,2
6615,0,1,1,2,0,2,1,1,5,2
6616,1,1,0,0,1,5,0,0,0,4
6617,0,1,0,2,0,0,4,1,5,2
6618,0,0,1,2,1,2,0,0,4,4
6619,0,0,0,2,0,1,3,0,2,3
6620,1,1,1,1,0,3,1,1,4,4
6621,0,1,0,1,0,2,2,1,4,0
6622,0,0,1,0,0,1,3,1,1,1
6623,1,1,0,1,1,2,0,1,3,2
6624,1,1,0,0,0,1,4,1,1,0
6625,0,0,1,2,0,0,4,1,5,4
6626,0,1,0,0,1,1,1,0,7,4
6627,1,0,0,1,0,1,0,0,6,1
6628,1,1,1,0,0,3,3,0,6,0
6629,1,1,1,1,0,3,1,1,7,4
6630,0,0,0,0,0,4,2,0,1,2
6631,0,1,0,1,0,0,0,1,2,3
6632,0,0,1,2,0,1,1,1,0,0
6633,1,1,1,1,0,0,4,1,2,1
6634,1,1,1,2,0,3,4,0,5,0
6635,1,1,0,1,0,1,1,1,5,3
6636,0,1,0,1,0,4,1,0,7,1
6637,1,1,0,1,0,2,2,1,0,4
6638,0,1,1,1,0,3,0,1,0,2
6639,1,1,0,2,0,3,0,1,3,2
6640,1,1,1,2,1,2,0,1,3,0
6641,1,1,1,2,0,4,3,0,5,4
6642,1,1,1,1,1,1,0,1,4,0
6643,0,0,0,2,0,3,2,0,3,0
6644,1,1,1,0,0,2,3,1,3,3
6645,1,1,1,2,0,0,2,0,7,1
6646,1,1,0,2,0,0,4,0,4,3
6647,0,1,1,0,1,4,1,0,3,2
6648,0,0,0,2,0,5,1,1,0,2
6649,0,1,1,0,0,1,3,0,7,2
6650,1,0,1,0,0,2,1,1,7,0
6651,1,1,0,2,1,4,3,1,1,1
6652,0,1,1,0,0,5,3,0,7,4
6653,1,1,1,2,0,1,3,1,3,0
6654,0,1,0,0,0,0,1,0,2,4
6655,1,0,1,1,1,5,2,0,7,4
6656,0,1,1,2,0,1,0,0,5,3
6657,1,0,0,2,0,5,3,1,2,3
6658,1,1,0,2,0,0,4,1,1,0
